timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1583589857846,141,Home Page,200,OK,Scenario 1 1-4,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,133,0,68
1583589857906,81,Home Page,200,OK,Scenario 1 1-9,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,73,0,8
1583589857845,142,Home Page,200,OK,Scenario 1 1-7,text,true,,2636,326,11,11,http://localhost/cookieweb/default.asp,134,0,68
1583589857844,141,Home Page,200,OK,Scenario 1 1-1,text,true,,2639,326,11,11,http://localhost/cookieweb/default.asp,134,0,68
1583589857844,142,Home Page,200,OK,Scenario 1 1-2,text,true,,2636,326,11,11,http://localhost/cookieweb/default.asp,137,0,69
1583589857845,142,Home Page,200,OK,Scenario 1 1-6,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,134,0,68
1583589857881,105,Home Page,200,OK,Scenario 1 1-8,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,98,0,33
1583589857943,44,Home Page,200,OK,Scenario 1 1-10,text,true,,2636,326,11,11,http://localhost/cookieweb/default.asp,40,0,2
1583589857845,142,Home Page,200,OK,Scenario 1 1-5,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,134,0,69
1583589857845,141,Home Page,200,OK,Scenario 1 1-3,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,133,0,68
1583589857970,30,Home Page,200,OK,Scenario 1 1-11,text,true,,2637,326,11,11,http://localhost/cookieweb/default.asp,30,0,3
1583589858004,17,Home Page,200,OK,Scenario 1 1-12,text,true,,2640,326,12,12,http://localhost/cookieweb/default.asp,17,0,1
1583589858037,19,Home Page,200,OK,Scenario 1 1-13,text,true,,2638,326,13,13,http://localhost/cookieweb/default.asp,19,0,2
1583589858070,16,Home Page,200,OK,Scenario 1 1-14,text,true,,2639,326,14,14,http://localhost/cookieweb/default.asp,16,0,1
1583589858103,15,Home Page,200,OK,Scenario 1 1-15,text,true,,2640,326,15,15,http://localhost/cookieweb/default.asp,15,0,1
1583589858136,14,Home Page,200,OK,Scenario 1 1-16,text,true,,2640,326,16,16,http://localhost/cookieweb/default.asp,14,0,1
1583589858169,16,Home Page,200,OK,Scenario 1 1-17,text,true,,2638,326,17,17,http://localhost/cookieweb/default.asp,15,0,1
1583589858203,16,Home Page,200,OK,Scenario 1 1-18,text,true,,2639,326,18,18,http://localhost/cookieweb/default.asp,16,0,1
1583589858235,21,Home Page,200,OK,Scenario 1 1-19,text,true,,2638,326,19,19,http://localhost/cookieweb/default.asp,21,0,2
1583589858268,16,Home Page,200,OK,Scenario 1 1-20,text,true,,2639,326,20,20,http://localhost/cookieweb/default.asp,16,0,1
1583589858301,16,Home Page,200,OK,Scenario 1 1-21,text,true,,2638,326,21,21,http://localhost/cookieweb/default.asp,15,0,1
1583589858334,14,Home Page,200,OK,Scenario 1 1-22,text,true,,2638,326,22,22,http://localhost/cookieweb/default.asp,14,0,1
1583589858367,14,Home Page,200,OK,Scenario 1 1-23,text,true,,2638,326,23,23,http://localhost/cookieweb/default.asp,14,0,1
1583589858400,18,Home Page,200,OK,Scenario 1 1-24,text,true,,2636,326,24,24,http://localhost/cookieweb/default.asp,18,0,1
1583589858433,14,Home Page,200,OK,Scenario 1 1-25,text,true,,2638,326,25,25,http://localhost/cookieweb/default.asp,14,0,0
1583589858466,15,Home Page,200,OK,Scenario 1 1-26,text,true,,2638,326,26,26,http://localhost/cookieweb/default.asp,15,0,1
1583589858498,15,Home Page,200,OK,Scenario 1 1-27,text,true,,2638,326,27,27,http://localhost/cookieweb/default.asp,15,0,1
1583589858531,14,Home Page,200,OK,Scenario 1 1-28,text,true,,2638,326,28,28,http://localhost/cookieweb/default.asp,14,0,1
1583589858564,16,Home Page,200,OK,Scenario 1 1-29,text,true,,2637,326,29,29,http://localhost/cookieweb/default.asp,16,0,2
1583589858597,14,Home Page,200,OK,Scenario 1 1-30,text,true,,2636,326,30,30,http://localhost/cookieweb/default.asp,14,0,1
1583589858630,14,Home Page,200,OK,Scenario 1 1-31,text,true,,2638,326,31,31,http://localhost/cookieweb/default.asp,13,0,1
1583589858663,13,Home Page,200,OK,Scenario 1 1-32,text,true,,2637,326,32,32,http://localhost/cookieweb/default.asp,13,0,1
1583589858696,14,Home Page,200,OK,Scenario 1 1-33,text,true,,2637,326,33,33,http://localhost/cookieweb/default.asp,14,0,1
1583589858730,15,Home Page,200,OK,Scenario 1 1-34,text,true,,2638,326,34,34,http://localhost/cookieweb/default.asp,15,0,1
1583589858762,14,Home Page,200,OK,Scenario 1 1-35,text,true,,2637,326,35,35,http://localhost/cookieweb/default.asp,14,0,1
1583589858794,15,Home Page,200,OK,Scenario 1 1-36,text,true,,2639,326,36,36,http://localhost/cookieweb/default.asp,15,0,1
1583589858828,14,Home Page,200,OK,Scenario 1 1-37,text,true,,2636,326,37,37,http://localhost/cookieweb/default.asp,14,0,1
1583589858861,15,Home Page,200,OK,Scenario 1 1-38,text,true,,2638,326,38,38,http://localhost/cookieweb/default.asp,14,0,2
1583589858894,13,Home Page,200,OK,Scenario 1 1-39,text,true,,2637,326,39,39,http://localhost/cookieweb/default.asp,13,0,1
1583589858927,13,Home Page,200,OK,Scenario 1 1-40,text,true,,2638,326,40,40,http://localhost/cookieweb/default.asp,13,0,1
1583589858960,13,Home Page,200,OK,Scenario 1 1-41,text,true,,2639,326,41,41,http://localhost/cookieweb/default.asp,13,0,1
1583589858993,15,Home Page,200,OK,Scenario 1 1-42,text,true,,2638,326,42,42,http://localhost/cookieweb/default.asp,15,0,1
1583589859000,14,Home Page,200,OK,Scenario 1 1-6,text,true,,2700,373,42,42,http://localhost/cookieweb/default.asp,14,0,0
1583589859000,15,Home Page,200,OK,Scenario 1 1-1,text,true,,2701,373,42,42,http://localhost/cookieweb/default.asp,14,0,0
1583589859017,13,Home Page,200,OK,Scenario 1 1-4,text,true,,2700,373,43,43,http://localhost/cookieweb/default.asp,13,0,0
1583589859025,14,Home Page,200,OK,Scenario 1 1-43,text,true,,2640,326,43,43,http://localhost/cookieweb/default.asp,14,0,1
1583589859032,13,Home Page,200,OK,Scenario 1 1-7,text,true,,2700,373,43,43,http://localhost/cookieweb/default.asp,13,0,0
1583589859044,13,Home Page,200,OK,Scenario 1 1-5,text,true,,2701,373,43,43,http://localhost/cookieweb/default.asp,13,0,0
1583589859057,15,Home Page,200,OK,Scenario 1 1-8,text,true,,2700,373,44,44,http://localhost/cookieweb/default.asp,15,0,0
1583589859059,15,Home Page,200,OK,Scenario 1 1-44,text,true,,2639,326,44,44,http://localhost/cookieweb/default.asp,15,0,1
1583589859063,16,Home Page,200,OK,Scenario 1 1-12,text,true,,2703,373,44,44,http://localhost/cookieweb/default.asp,16,0,0
1583589859072,18,Home Page,200,OK,Scenario 1 1-9,text,true,,2700,373,44,44,http://localhost/cookieweb/default.asp,17,0,0
1583589859074,17,Home Page,200,OK,Scenario 1 1-3,text,true,,2701,373,45,45,http://localhost/cookieweb/default.asp,17,0,0
1583589859076,19,Home Page,200,OK,Scenario 1 1-10,text,true,,2700,373,45,45,http://localhost/cookieweb/default.asp,18,0,0
1583589859076,19,Home Page,200,OK,Scenario 1 1-11,text,true,,2700,373,45,45,http://localhost/cookieweb/default.asp,18,0,0
1583589859090,14,Home Page,200,OK,Scenario 1 1-2,text,true,,2700,373,45,45,http://localhost/cookieweb/default.asp,14,0,0
1583589859092,14,Home Page,200,OK,Scenario 1 1-45,text,true,,2639,326,45,45,http://localhost/cookieweb/default.asp,14,0,1
1583589859117,13,Home Page,200,OK,Scenario 1 1-14,text,true,,2701,373,46,46,http://localhost/cookieweb/default.asp,13,0,0
1583589859125,12,Home Page,200,OK,Scenario 1 1-46,text,true,,2640,326,46,46,http://localhost/cookieweb/default.asp,12,0,1
1583589859134,12,Home Page,200,OK,Scenario 1 1-13,text,true,,2700,373,46,46,http://localhost/cookieweb/default.asp,11,0,0
1583589859150,13,Home Page,200,OK,Scenario 1 1-15,text,true,,2703,373,47,47,http://localhost/cookieweb/default.asp,13,0,0
1583589859158,13,Home Page,200,OK,Scenario 1 1-47,text,true,,2639,326,47,47,http://localhost/cookieweb/default.asp,13,0,1
1583589859190,13,Home Page,200,OK,Scenario 1 1-48,text,true,,2637,326,48,48,http://localhost/cookieweb/default.asp,13,0,1
1583589859204,12,Home Page,200,OK,Scenario 1 1-17,text,true,,2700,373,48,48,http://localhost/cookieweb/default.asp,12,0,0
1583589859223,14,Home Page,200,OK,Scenario 1 1-49,text,true,,2639,326,49,49,http://localhost/cookieweb/default.asp,14,0,1
1583589859252,16,Home Page,200,OK,Scenario 1 1-16,text,true,,2702,373,50,50,http://localhost/cookieweb/default.asp,16,0,0
1583589859257,17,Home Page,200,OK,Scenario 1 1-50,text,true,,2639,326,50,50,http://localhost/cookieweb/default.asp,17,0,1
1583589859281,22,Home Page,200,OK,Scenario 1 1-18,text,true,,2702,373,51,51,http://localhost/cookieweb/default.asp,22,0,0
1583589859289,18,Home Page,200,OK,Scenario 1 1-19,text,true,,2700,373,51,51,http://localhost/cookieweb/default.asp,18,0,0
1583589859291,18,Home Page,200,OK,Scenario 1 1-51,text,true,,2637,326,51,51,http://localhost/cookieweb/default.asp,18,0,1
1583589859323,14,Home Page,200,OK,Scenario 1 1-52,text,true,,2639,326,52,52,http://localhost/cookieweb/default.asp,14,0,1
1583589859339,15,Home Page,200,OK,Scenario 1 1-20,text,true,,2701,373,52,52,http://localhost/cookieweb/default.asp,15,0,0
1583589859356,15,Home Page,200,OK,Scenario 1 1-53,text,true,,2639,326,53,53,http://localhost/cookieweb/default.asp,15,0,1
1583589859372,17,Home Page,200,OK,Scenario 1 1-22,text,true,,2701,373,54,54,http://localhost/cookieweb/default.asp,17,0,0
1583589859389,17,Home Page,200,OK,Scenario 1 1-54,text,true,,2637,326,54,54,http://localhost/cookieweb/default.asp,17,0,2
1583589859417,20,Home Page,200,OK,Scenario 1 1-21,text,true,,2701,373,55,55,http://localhost/cookieweb/default.asp,20,0,0
1583589859427,18,Home Page,200,OK,Scenario 1 1-55,text,true,,2639,326,55,55,http://localhost/cookieweb/default.asp,17,0,2
1583589859455,16,Home Page,200,OK,Scenario 1 1-56,text,true,,2638,326,56,56,http://localhost/cookieweb/default.asp,15,0,1
1583589859460,15,Home Page,200,OK,Scenario 1 1-23,text,true,,2703,373,56,56,http://localhost/cookieweb/default.asp,15,0,0
1583589859465,14,Home Page,200,OK,Scenario 1 1-24,text,true,,2700,373,56,56,http://localhost/cookieweb/default.asp,14,0,0
1583589859487,13,Home Page,200,OK,Scenario 1 1-57,text,true,,2638,326,57,57,http://localhost/cookieweb/default.asp,13,0,1
1583589859509,14,Home Page,200,OK,Scenario 1 1-26,text,true,,2702,373,58,58,http://localhost/cookieweb/default.asp,14,0,0
1583589859513,15,Home Page,200,OK,Scenario 1 1-25,text,true,,2703,373,58,58,http://localhost/cookieweb/default.asp,15,0,0
1583589859521,13,Home Page,200,OK,Scenario 1 1-58,text,true,,2639,326,58,58,http://localhost/cookieweb/default.asp,13,0,1
1583589859533,13,Home Page,200,OK,Scenario 1 1-27,text,true,,2703,373,58,58,http://localhost/cookieweb/default.asp,13,0,0
1583589859554,14,Home Page,200,OK,Scenario 1 1-59,text,true,,2637,326,59,59,http://localhost/cookieweb/default.asp,13,0,1
1583589859586,14,Home Page,200,OK,Scenario 1 1-60,text,true,,2639,326,60,60,http://localhost/cookieweb/default.asp,14,0,1
1583589859597,12,Home Page,200,OK,Scenario 1 1-28,text,true,,2702,373,60,60,http://localhost/cookieweb/default.asp,12,0,0
1583589859612,16,Home Page,200,OK,Scenario 1 1-29,text,true,,2702,373,61,61,http://localhost/cookieweb/default.asp,16,0,0
1583589859620,17,Home Page,200,OK,Scenario 1 1-61,text,true,,2637,326,61,61,http://localhost/cookieweb/default.asp,17,0,1
1583589859652,13,Home Page,200,OK,Scenario 1 1-62,text,true,,2641,326,62,62,http://localhost/cookieweb/default.asp,13,0,1
1583589859682,13,Home Page,200,OK,Scenario 1 1-30,text,true,,2699,373,63,63,http://localhost/cookieweb/default.asp,13,0,0
1583589859686,15,Home Page,200,OK,Scenario 1 1-63,text,true,,2641,326,63,63,http://localhost/cookieweb/default.asp,15,0,1
1583589859719,15,Home Page,200,OK,Scenario 1 1-64,text,true,,2639,326,64,64,http://localhost/cookieweb/default.asp,15,0,1
1583589859727,12,Home Page,200,OK,Scenario 1 1-32,text,true,,2702,373,64,64,http://localhost/cookieweb/default.asp,12,0,0
1583589859740,15,Home Page,200,OK,Scenario 1 1-31,text,true,,2701,373,65,65,http://localhost/cookieweb/default.asp,15,0,0
1583589859744,16,Home Page,200,OK,Scenario 1 1-33,text,true,,2701,373,65,65,http://localhost/cookieweb/default.asp,16,0,0
1583589859752,18,Home Page,200,OK,Scenario 1 1-65,text,true,,2640,326,65,65,http://localhost/cookieweb/default.asp,17,0,1
1583589859782,17,Home Page,200,OK,Scenario 1 1-34,text,true,,2703,373,66,66,http://localhost/cookieweb/default.asp,17,0,0
1583589859785,17,Home Page,200,OK,Scenario 1 1-66,text,true,,2639,326,66,66,http://localhost/cookieweb/default.asp,17,0,1
1583589859818,13,Home Page,200,OK,Scenario 1 1-67,text,true,,2638,326,67,67,http://localhost/cookieweb/default.asp,13,0,1
1583589859834,12,Home Page,200,OK,Scenario 1 1-36,text,true,,2701,373,67,67,http://localhost/cookieweb/default.asp,12,0,0
1583589859848,14,Home Page,200,OK,Scenario 1 1-35,text,true,,2701,373,68,68,http://localhost/cookieweb/default.asp,14,0,0
1583589859851,17,Home Page,200,OK,Scenario 1 1-68,text,true,,2638,326,68,68,http://localhost/cookieweb/default.asp,17,0,2
1583589859861,17,Home Page,200,OK,Scenario 1 1-37,text,true,,2701,373,68,68,http://localhost/cookieweb/default.asp,17,0,0
1583589859884,14,Home Page,200,OK,Scenario 1 1-69,text,true,,2639,326,69,69,http://localhost/cookieweb/default.asp,14,0,1
1583589859910,12,Home Page,200,OK,Scenario 1 1-38,text,true,,2701,373,70,70,http://localhost/cookieweb/default.asp,11,0,0
1583589859916,12,Home Page,200,OK,Scenario 1 1-70,text,true,,2638,326,70,70,http://localhost/cookieweb/default.asp,12,0,1
1583589859937,13,Home Page,200,OK,Scenario 1 1-39,text,true,,2702,373,71,71,http://localhost/cookieweb/default.asp,13,0,0
1583589859943,13,Home Page,200,OK,Scenario 1 1-40,text,true,,2702,373,71,71,http://localhost/cookieweb/default.asp,13,0,0
1583589859949,14,Home Page,200,OK,Scenario 1 1-71,text,true,,2638,326,71,71,http://localhost/cookieweb/default.asp,14,0,1
1583589859982,14,Home Page,200,OK,Scenario 1 1-72,text,true,,2637,326,72,72,http://localhost/cookieweb/default.asp,14,0,1
1583589860016,13,Home Page,200,OK,Scenario 1 1-73,text,true,,2638,326,73,73,http://localhost/cookieweb/default.asp,13,0,1
1583589860035,13,Home Page,200,OK,Scenario 1 1-1,text,true,,2704,373,74,74,http://localhost/cookieweb/default.asp,13,0,1
1583589860049,13,Home Page,200,OK,Scenario 1 1-41,text,true,,2702,373,74,74,http://localhost/cookieweb/default.asp,13,0,0
1583589860049,14,Home Page,200,OK,Scenario 1 1-74,text,true,,2637,326,74,74,http://localhost/cookieweb/default.asp,14,0,1
1583589860070,13,Home Page,200,OK,Scenario 1 1-6,text,true,,2702,373,75,75,http://localhost/cookieweb/default.asp,13,0,1
1583589860074,14,Home Page,200,OK,Scenario 1 1-42,text,true,,2700,373,75,75,http://localhost/cookieweb/default.asp,14,0,0
1583589860082,15,Home Page,200,OK,Scenario 1 1-75,text,true,,2636,326,75,75,http://localhost/cookieweb/default.asp,15,0,1
1583589860082,15,Home Page,200,OK,Scenario 1 1-43,text,true,,2702,373,75,75,http://localhost/cookieweb/default.asp,15,0,0
1583589860098,14,Home Page,200,OK,Scenario 1 1-7,text,true,,2701,373,75,75,http://localhost/cookieweb/default.asp,14,0,1
1583589860087,27,Home Page,200,OK,Scenario 1 1-5,text,true,,2703,373,76,76,http://localhost/cookieweb/default.asp,27,0,1
1583589860106,17,Home Page,200,OK,Scenario 1 1-4,text,true,,2702,373,76,76,http://localhost/cookieweb/default.asp,17,0,1
1583589860109,18,Home Page,200,OK,Scenario 1 1-3,text,true,,2702,373,76,76,http://localhost/cookieweb/default.asp,18,0,1
1583589860116,16,Home Page,200,OK,Scenario 1 1-44,text,true,,2702,373,76,76,http://localhost/cookieweb/default.asp,16,0,0
1583589860115,17,Home Page,200,OK,Scenario 1 1-76,text,true,,2637,326,76,76,http://localhost/cookieweb/default.asp,17,0,1
1583589860129,14,Home Page,200,OK,Scenario 1 1-45,text,true,,2701,373,76,76,http://localhost/cookieweb/default.asp,14,0,0
1583589860133,15,Home Page,200,OK,Scenario 1 1-9,text,true,,2702,373,77,77,http://localhost/cookieweb/default.asp,15,0,1
1583589860135,15,Home Page,200,OK,Scenario 1 1-11,text,true,,2701,373,77,77,http://localhost/cookieweb/default.asp,15,0,1
1583589860147,19,Home Page,200,OK,Scenario 1 1-8,text,true,,2702,373,77,77,http://localhost/cookieweb/default.asp,18,0,1
1583589860148,19,Home Page,200,OK,Scenario 1 1-77,text,true,,2638,326,77,77,http://localhost/cookieweb/default.asp,19,0,1
1583589860150,19,Home Page,200,OK,Scenario 1 1-2,text,true,,2701,373,77,77,http://localhost/cookieweb/default.asp,19,0,1
1583589860152,18,Home Page,200,OK,Scenario 1 1-13,text,true,,2701,373,77,77,http://localhost/cookieweb/default.asp,18,0,1
1583589860158,17,Home Page,200,OK,Scenario 1 1-46,text,true,,2704,373,77,77,http://localhost/cookieweb/default.asp,16,0,0
1583589860168,14,Home Page,200,OK,Scenario 1 1-14,text,true,,2702,373,78,78,http://localhost/cookieweb/default.asp,14,0,1
1583589860175,15,Home Page,200,OK,Scenario 1 1-12,text,true,,2704,373,78,78,http://localhost/cookieweb/default.asp,15,0,1
1583589860181,14,Home Page,200,OK,Scenario 1 1-78,text,true,,2638,326,78,78,http://localhost/cookieweb/default.asp,14,0,1
1583589860188,14,Home Page,200,OK,Scenario 1 1-10,text,true,,2701,373,78,78,http://localhost/cookieweb/default.asp,14,0,1
1583589860214,12,Home Page,200,OK,Scenario 1 1-79,text,true,,2637,326,79,79,http://localhost/cookieweb/default.asp,12,0,1
1583589860234,13,Home Page,200,OK,Scenario 1 1-17,text,true,,2702,373,80,80,http://localhost/cookieweb/default.asp,13,0,1
1583589860239,14,Home Page,200,OK,Scenario 1 1-15,text,true,,2703,373,80,80,http://localhost/cookieweb/default.asp,14,0,1
1583589860244,14,Home Page,200,OK,Scenario 1 1-47,text,true,,2701,373,80,80,http://localhost/cookieweb/default.asp,14,0,0
1583589860247,14,Home Page,200,OK,Scenario 1 1-80,text,true,,2639,326,80,80,http://localhost/cookieweb/default.asp,14,0,1
1583589860275,16,Home Page,200,OK,Scenario 1 1-48,text,true,,2700,373,81,81,http://localhost/cookieweb/default.asp,16,0,0
1583589860277,17,Home Page,200,OK,Scenario 1 1-16,text,true,,2703,373,81,81,http://localhost/cookieweb/default.asp,17,0,2
1583589860280,17,Home Page,200,OK,Scenario 1 1-81,text,true,,2638,326,81,81,http://localhost/cookieweb/default.asp,17,0,1
1583589860310,17,Home Page,200,OK,Scenario 1 1-18,text,true,,2703,373,82,82,http://localhost/cookieweb/default.asp,17,0,1
1583589860313,16,Home Page,200,OK,Scenario 1 1-82,text,true,,2637,326,82,82,http://localhost/cookieweb/default.asp,16,0,1
1583589860319,15,Home Page,200,OK,Scenario 1 1-49,text,true,,2704,373,82,82,http://localhost/cookieweb/default.asp,15,0,0
1583589860344,15,Home Page,200,OK,Scenario 1 1-50,text,true,,2703,373,83,83,http://localhost/cookieweb/default.asp,15,0,0
1583589860346,15,Home Page,200,OK,Scenario 1 1-83,text,true,,2636,326,83,83,http://localhost/cookieweb/default.asp,14,0,1
1583589860359,13,Home Page,200,OK,Scenario 1 1-51,text,true,,2702,373,83,83,http://localhost/cookieweb/default.asp,13,0,0
1583589860375,15,Home Page,200,OK,Scenario 1 1-19,text,true,,2701,373,84,84,http://localhost/cookieweb/default.asp,15,0,1
1583589860379,16,Home Page,200,OK,Scenario 1 1-84,text,true,,2637,326,84,84,http://localhost/cookieweb/default.asp,15,0,1
1583589860400,13,Home Page,200,OK,Scenario 1 1-53,text,true,,2700,373,85,85,http://localhost/cookieweb/default.asp,13,0,0
1583589860412,14,Home Page,200,OK,Scenario 1 1-85,text,true,,2636,326,85,85,http://localhost/cookieweb/default.asp,14,0,1
1583589860424,15,Home Page,200,OK,Scenario 1 1-52,text,true,,2703,373,85,85,http://localhost/cookieweb/default.asp,15,0,0
1583589860426,14,Home Page,200,OK,Scenario 1 1-20,text,true,,2701,373,85,85,http://localhost/cookieweb/default.asp,14,0,1
1583589860445,13,Home Page,200,OK,Scenario 1 1-86,text,true,,2638,326,86,86,http://localhost/cookieweb/default.asp,13,0,1
1583589860450,13,Home Page,200,OK,Scenario 1 1-22,text,true,,2701,373,86,86,http://localhost/cookieweb/default.asp,13,0,1
1583589860470,16,Home Page,200,OK,Scenario 1 1-21,text,true,,2700,373,87,87,http://localhost/cookieweb/default.asp,16,0,1
1583589860478,15,Home Page,200,OK,Scenario 1 1-87,text,true,,2635,326,87,87,http://localhost/cookieweb/default.asp,15,0,1
1583589860496,14,Home Page,200,OK,Scenario 1 1-54,text,true,,2700,373,88,88,http://localhost/cookieweb/default.asp,14,0,0
1583589860511,13,Home Page,200,OK,Scenario 1 1-88,text,true,,2637,326,88,88,http://localhost/cookieweb/default.asp,13,0,1
1583589860522,12,Home Page,200,OK,Scenario 1 1-55,text,true,,2702,373,88,88,http://localhost/cookieweb/default.asp,12,0,0
1583589860537,14,Home Page,200,OK,Scenario 1 1-58,text,true,,2702,373,89,89,http://localhost/cookieweb/default.asp,14,0,0
1583589860544,17,Home Page,200,OK,Scenario 1 1-89,text,true,,2636,326,89,89,http://localhost/cookieweb/default.asp,17,0,1
1583589860545,17,Home Page,200,OK,Scenario 1 1-23,text,true,,2703,373,89,89,http://localhost/cookieweb/default.asp,16,0,1
1583589860548,16,Home Page,200,OK,Scenario 1 1-57,text,true,,2701,373,89,89,http://localhost/cookieweb/default.asp,16,0,0
1583589860553,15,Home Page,200,OK,Scenario 1 1-56,text,true,,2702,373,89,89,http://localhost/cookieweb/default.asp,15,0,0
1583589860572,16,Home Page,200,OK,Scenario 1 1-27,text,true,,2703,373,90,90,http://localhost/cookieweb/default.asp,16,0,0
1583589860574,18,Home Page,200,OK,Scenario 1 1-24,text,true,,2700,373,90,90,http://localhost/cookieweb/default.asp,18,0,0
1583589860577,19,Home Page,200,OK,Scenario 1 1-90,text,true,,2636,326,90,90,http://localhost/cookieweb/default.asp,19,0,1
1583589860578,18,Home Page,200,OK,Scenario 1 1-25,text,true,,2703,373,90,90,http://localhost/cookieweb/default.asp,18,0,1
1583589860583,17,Home Page,200,OK,Scenario 1 1-59,text,true,,2700,373,90,90,http://localhost/cookieweb/default.asp,17,0,0
1583589860610,15,Home Page,200,OK,Scenario 1 1-91,text,true,,2637,326,91,91,http://localhost/cookieweb/default.asp,15,0,0
1583589860614,16,Home Page,200,OK,Scenario 1 1-26,text,true,,2702,373,91,91,http://localhost/cookieweb/default.asp,16,0,1
1583589860616,16,Home Page,200,OK,Scenario 1 1-28,text,true,,2702,373,91,91,http://localhost/cookieweb/default.asp,15,0,1
1583589860643,13,Home Page,200,OK,Scenario 1 1-92,text,true,,2636,326,92,92,http://localhost/cookieweb/default.asp,12,0,0
1583589860655,12,Home Page,200,OK,Scenario 1 1-60,text,true,,2700,373,92,92,http://localhost/cookieweb/default.asp,12,0,0
1583589860675,13,Home Page,200,OK,Scenario 1 1-93,text,true,,2636,326,93,93,http://localhost/cookieweb/default.asp,13,0,1
1583589860689,18,Home Page,200,OK,Scenario 1 1-29,text,true,,2703,373,93,93,http://localhost/cookieweb/default.asp,18,0,1
1583589860709,16,Home Page,200,OK,Scenario 1 1-94,text,true,,2636,326,94,94,http://localhost/cookieweb/default.asp,16,0,1
1583589860735,18,Home Page,200,OK,Scenario 1 1-61,text,true,,2699,373,95,95,http://localhost/cookieweb/default.asp,18,0,0
1583589860742,21,Home Page,200,OK,Scenario 1 1-95,text,true,,2637,326,95,95,http://localhost/cookieweb/default.asp,21,0,1
1583589860745,19,Home Page,200,OK,Scenario 1 1-62,text,true,,2703,373,95,95,http://localhost/cookieweb/default.asp,19,0,0
1583589860748,19,Home Page,200,OK,Scenario 1 1-63,text,true,,2703,373,95,95,http://localhost/cookieweb/default.asp,19,0,0
1583589860751,19,Home Page,200,OK,Scenario 1 1-64,text,true,,2702,373,95,95,http://localhost/cookieweb/default.asp,18,0,0
1583589860776,16,Home Page,200,OK,Scenario 1 1-96,text,true,,2637,326,96,96,http://localhost/cookieweb/default.asp,16,0,1
1583589860788,19,Home Page,200,OK,Scenario 1 1-65,text,true,,2702,373,96,96,http://localhost/cookieweb/default.asp,19,0,0
1583589860794,24,Home Page,200,OK,Scenario 1 1-33,text,true,,2702,373,97,97,http://localhost/cookieweb/default.asp,23,0,1
1583589860794,24,Home Page,200,OK,Scenario 1 1-30,text,true,,2700,373,97,97,http://localhost/cookieweb/default.asp,23,0,1
1583589860793,39,Home Page,200,OK,Scenario 1 1-31,text,true,,2702,373,97,97,http://localhost/cookieweb/default.asp,39,0,1
1583589860811,28,Home Page,200,OK,Scenario 1 1-32,text,true,,2702,373,97,97,http://localhost/cookieweb/default.asp,28,0,1
1583589860810,30,Home Page,200,OK,Scenario 1 1-97,text,true,,2639,326,97,97,http://localhost/cookieweb/default.asp,29,0,3
1583589860819,27,Home Page,200,OK,Scenario 1 1-66,text,true,,2700,373,97,97,http://localhost/cookieweb/default.asp,26,0,0
1583589860835,29,Home Page,200,OK,Scenario 1 1-67,text,true,,2702,373,98,98,http://localhost/cookieweb/default.asp,29,0,0
1583589860841,32,Home Page,200,OK,Scenario 1 1-34,text,true,,2703,373,98,98,http://localhost/cookieweb/default.asp,32,0,1
1583589860849,28,Home Page,200,OK,Scenario 1 1-98,text,true,,2637,326,99,99,http://localhost/cookieweb/default.asp,28,0,2
1583589860870,16,Home Page,200,OK,Scenario 1 1-68,text,true,,2701,373,99,99,http://localhost/cookieweb/default.asp,16,0,0
1583589860876,17,Home Page,200,OK,Scenario 1 1-99,text,true,,2638,326,99,99,http://localhost/cookieweb/default.asp,17,0,1
1583589860908,13,Home Page,200,OK,Scenario 1 1-100,text,true,,2637,326,100,100,http://localhost/cookieweb/default.asp,13,0,0
1583589860912,15,Home Page,200,OK,Scenario 1 1-35,text,true,,2700,373,100,100,http://localhost/cookieweb/default.asp,15,0,2
1583589860924,15,Home Page,200,OK,Scenario 1 1-36,text,true,,2702,373,100,100,http://localhost/cookieweb/default.asp,15,0,1
1583589860931,16,Home Page,200,OK,Scenario 1 1-69,text,true,,2701,373,101,101,http://localhost/cookieweb/default.asp,16,0,0
1583589860934,18,Home Page,200,OK,Scenario 1 1-37,text,true,,2700,373,101,101,http://localhost/cookieweb/default.asp,18,0,1
1583589860938,17,Home Page,200,OK,Scenario 1 1-70,text,true,,2702,373,101,101,http://localhost/cookieweb/default.asp,17,0,0
1583589860939,19,Home Page,200,OK,Scenario 1 1-38,text,true,,2701,373,101,101,http://localhost/cookieweb/default.asp,19,0,1
1583589860941,18,Home Page,200,OK,Scenario 1 1-101,text,true,,2638,326,101,101,http://localhost/cookieweb/default.asp,18,0,1
1583589860956,14,Home Page,200,OK,Scenario 1 1-39,text,true,,2700,373,101,101,http://localhost/cookieweb/default.asp,13,0,1
